sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local
2075,3,C,,(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Reporting) Amount,GE04bz,/GL05a/GE04bz,$.General Ledger Trial Balance.(Ending Balance) Amounts.(Reporting) Amount,GenrLedgrTrlBal.EndngBalncAmnts.ReprtAmt,,
2076,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Reporting) Amount,GE04bz_01,/GL05a/GE04bz_01,$.General Ledger Trial Balance.(Ending Balance) Amounts.(Reporting) Amount.Value,GenrLedgrTrlBal.EndngBalncAmnts.ReprtAmt.Val,,
2077,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bC,/GL05a/BS04bC,$.General Ledger Trial Balance.(Ending Balance) Amounts.(Reporting) Amount.Currency,GenrLedgrTrlBal.EndngBalncAmnts.ReprtAmt.Cur,,
2078,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bC_01,/GL05a/BS04bC_01,$.General Ledger Trial Balance.(Ending Balance) Amounts.(Reporting) Amount.Currency.Code,GenrLedgrTrlBal.EndngBalncAmnts.ReprtAmt.Cur.Cd,,
2079,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Transaction) Amount,GE04bA,/GL05a/GE04bA,$.General Ledger Trial Balance.(Ending Balance) Amounts.(Transaction) Amount,GenrLedgrTrlBal.EndngBalncAmnts.TrnscAmt,,
2080,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Transaction) Amount,GE04bA_01,/GL05a/GE04bA_01,$.General Ledger Trial Balance.(Ending Balance) Amounts.(Transaction) Amount.Value,GenrLedgrTrlBal.EndngBalncAmnts.TrnscAmt.Val,,
2081,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bD,/GL05a/BS04bD,$.General Ledger Trial Balance.(Ending Balance) Amounts.(Transaction) Amount.Currency,GenrLedgrTrlBal.EndngBalncAmnts.TrnscAmt.Cur,,
2082,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bD_01,/GL05a/BS04bD_01,$.General Ledger Trial Balance.(Ending Balance) Amounts.(Transaction) Amount.Currency.Code,GenrLedgrTrlBal.EndngBalncAmnts.TrnscAmt.Cur.Cd,,
2083,2,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",General Ledger,4,Business Segment,BS02aa,/GL05a/BS02aa,$.General Ledger Trial Balance.Business Segment,GenrLedgrTrlBal.BusSg,,
2084,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,General Ledger,4,Business Segment,BS02aa_01,/GL05a/BS02aa/BS02aa_01,$.General Ledger Trial Balance.Business Segment.Code,GenrLedgrTrlBal.BusSg.Cd,,
2085,3,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",General Ledger,4,Business Segment,BS02aa_03,/GL05a/BS02aa/BS02aa_03,$.General Ledger Trial Balance.Business Segment.Segment Reference Level,GenrLedgrTrlBal.BusSg.SgRefLevl,,
2086,1,C,,General Ledger Journal Entry,,,,"A set of introductory fields in the General Ledger that provides the context for ledger entries, including identifiers like numbers, dates, and descriptive information.",General Ledger,52,General Ledger Journal Entry,GL01a,/GL01a,$.General Ledger Journal Entry,GenrLedgrJrnEntry,,
2087,2,A,PK,ID,Identifier,1..1,Identifier Long,The unique identifier for a journal entry.,General Ledger,52,General Ledger Journal Entry,GL01a_01,/GL01a/GL01a_01,$.General Ledger Journal Entry.ID,GenrLedgrJrnEntry.Id,,
2088,2,A,,Number,Char,0..1,Char Long,The number for each journal entry in a financial recording system.,General Ledger,52,General Ledger Journal Entry,GL01a_02,/GL01a/GL01a_02,$.General Ledger Journal Entry.Number,GenrLedgrJrnEntry.Nr,,
2089,2,A,,Effective Date,Date,0..1,DATE,"The date that officially recognizes the journal entry within an entity's financial accounting records, irrespective of the actual entry creation or receipt date.",General Ledger,52,General Ledger Journal Entry,GL01a_03,/GL01a/GL01a_03,$.General Ledger Journal Entry.Effective Date,GenrLedgrJrnEntry.EffctDt,,
2090,2,A,,Description,Text,0..1,Text Medium,The text that characterizes the overall journal entry.,General Ledger,52,General Ledger Journal Entry,GL01a_04,/GL01a/GL01a_04,$.General Ledger Journal Entry.Description,GenrLedgrJrnEntry.Dscr,,
2091,2,R,,General Ledger Source,,0..1,,"The reference association to the General Ledger Source class, which is a class details the origins of data in the General Ledger Journal Entry, including the ERP systems or accounting packages involved and the related business processes.",General Ledger,54,General Ledger Source,GL04a,/GL01a/GL04a,$.General Ledger Journal Entry.General Ledger Source,GenrLedgrJrnEntry.GenrLedgrSrc,,
2092,3,A,REF,Code,Identifier,1..1,Identifier Short,The unique code indicating the origin of a journal entry.,General Ledger,54,General Ledger Source,GL04a_01,/GL01a/GL04a_01,$.General Ledger Journal Entry.General Ledger Source.Code,GenrLedgrJrnEntry.GenrLedgrSrc.Cd,,
2093,2,R,,Journal Entry Type,,0..1,,"The reference association to the Journal Entry Type class, which is a class details the types of journal entries in the General Ledger such as cash receipts and cash disbursements.",General Ledger,24,Journal Entry Type,BS09b,/GL01a/BS09b,$.General Ledger Journal Entry.Journal Entry Type,GenrLedgrJrnEntry.JrnEntryTyp,,
2094,3,A,REF,Code,Identifier,1..1,Identifier Medium,The unique code specifying the type of journal entry.,General Ledger,24,Journal Entry Type,BS09b_01,/GL01a/BS09b_01,$.General Ledger Journal Entry.Journal Entry Type.Code,GenrLedgrJrnEntry.JrnEntryTyp.Cd,,
2095,2,C,,Activities,,0..1,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",General Ledger,0,Activities,GE01k,/GL01a/GE01k,$.General Ledger Journal Entry.Activities,GenrLedgrJrnEntry.Acts,,
2096,3,C,,(Approved) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,General Ledger,0,(Approved) Activity,GE02ae,/GL01a/GE02ae,$.General Ledger Journal Entry.Activities.(Approved) Activity,GenrLedgrJrnEntry.Acts.ApprvAct,,
2097,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",General Ledger,0,(Approved) Activity,GE02ae_01,/GL01a/GE02ae_01,$.General Ledger Journal Entry.Activities.(Approved) Activity.Date,GenrLedgrJrnEntry.Acts.ApprvAct.Dt,,
2098,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,General Ledger,0,(Approved) Activity,GE02ae_02,/GL01a/GE02ae_02,$.General Ledger Journal Entry.Activities.(Approved) Activity.Time,GenrLedgrJrnEntry.Acts.ApprvAct.Tm,,
2099,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",General Ledger,10,User,BS22af,/GL01a/BS22af,$.General Ledger Journal Entry.Activities.(Approved) Activity.User,GenrLedgrJrnEntry.Acts.ApprvAct.Usr,,
2100,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",General Ledger,10,User,BS22af_01,/GL01a/BS22af_01,$.General Ledger Journal Entry.Activities.(Approved) Activity.User.ID,GenrLedgrJrnEntry.Acts.ApprvAct.Usr.Id,,
2101,3,C,,(Created) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,General Ledger,0,(Created) Activity,GE02af,/GL01a/GE02af,$.General Ledger Journal Entry.Activities.(Created) Activity,GenrLedgrJrnEntry.Acts.CrtdAct,,
2102,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",General Ledger,0,(Created) Activity,GE02af_01,/GL01a/GE02af_01,$.General Ledger Journal Entry.Activities.(Created) Activity.Date,GenrLedgrJrnEntry.Acts.CrtdAct.Dt,,
2103,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,General Ledger,0,(Created) Activity,GE02af_02,/GL01a/GE02af_02,$.General Ledger Journal Entry.Activities.(Created) Activity.Time,GenrLedgrJrnEntry.Acts.CrtdAct.Tm,,
2104,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",General Ledger,10,User,BS22ag,/GL01a/BS22ag,$.General Ledger Journal Entry.Activities.(Created) Activity.User,GenrLedgrJrnEntry.Acts.CrtdAct.Usr,,
2105,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",General Ledger,10,User,BS22ag_01,/GL01a/BS22ag_01,$.General Ledger Journal Entry.Activities.(Created) Activity.User.ID,GenrLedgrJrnEntry.Acts.CrtdAct.Usr.Id,,
2106,3,C,,(Last Modified) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,General Ledger,0,(Last Modified) Activity,GE02ag,/GL01a/GE02ag,$.General Ledger Journal Entry.Activities.(Last Modified) Activity,GenrLedgrJrnEntry.Acts.LastMdfdAct,,
2107,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",General Ledger,0,(Last Modified) Activity,GE02ag_01,/GL01a/GE02ag_01,$.General Ledger Journal Entry.Activities.(Last Modified) Activity.Date,GenrLedgrJrnEntry.Acts.LastMdfdAct.Dt,,
2108,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,General Ledger,0,(Last Modified) Activity,GE02ag_02,/GL01a/GE02ag_02,$.General Ledger Journal Entry.Activities.(Last Modified) Activity.Time,GenrLedgrJrnEntry.Acts.LastMdfdAct.Tm,,
2109,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",General Ledger,10,User,BS22ah,/GL01a/BS22ah,$.General Ledger Journal Entry.Activities.(Last Modified) Activity.User,GenrLedgrJrnEntry.Acts.LastMdfdAct.Usr,,
2110,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",General Ledger,10,User,BS22ah_01,/GL01a/BS22ah_01,$.General Ledger Journal Entry.Activities.(Last Modified) Activity.User.ID,GenrLedgrJrnEntry.Acts.LastMdfdAct.Usr.Id,,
2111,3,C,,(Posted) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,General Ledger,0,(Posted) Activity,GE02ah,/GL01a/GE02ah,$.General Ledger Journal Entry.Activities.(Posted) Activity,GenrLedgrJrnEntry.Acts.PstdAct,,
2112,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",General Ledger,0,(Posted) Activity,GE02ah_01,/GL01a/GE02ah_01,$.General Ledger Journal Entry.Activities.(Posted) Activity.Date,GenrLedgrJrnEntry.Acts.PstdAct.Dt,,
2113,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,General Ledger,0,(Posted) Activity,GE02ah_02,/GL01a/GE02ah_02,$.General Ledger Journal Entry.Activities.(Posted) Activity.Time,GenrLedgrJrnEntry.Acts.PstdAct.Tm,,
2114,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",General Ledger,10,User,BS22ai,/GL01a/BS22ai,$.General Ledger Journal Entry.Activities.(Posted) Activity.User,GenrLedgrJrnEntry.Acts.PstdAct.Usr,,
2115,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",General Ledger,10,User,BS22ai_01,/GL01a/BS22ai_01,$.General Ledger Journal Entry.Activities.(Posted) Activity.User.ID,GenrLedgrJrnEntry.Acts.PstdAct.Usr.Id,,
2116,2,C,,General Ledger Journal Entry Line,,0..*,,"A class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",General Ledger,52,General Ledger Journal Entry Line,GL02a,/GL01a/GL02a,$.General Ledger Journal Entry.General Ledger Journal Entry Line,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn,,
2117,3,A,PK,Journal ID,Identifier,1..1,Identifier Long,"Unique identifier for each journal entry line.
",General Ledger,52,General Ledger Journal Entry Line,GL02a_01,/GL01a/GL02a/GL02a_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Journal ID,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.JrnId,,
2118,3,A,,Number,Identifier,0..1,Identifier Long,The number for a line within a journal entry.,General Ledger,52,General Ledger Journal Entry Line,GL02a_02,/GL01a/GL02a/GL02a_02,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Number,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Nr,,
2119,3,A,,Description,Text,0..1,Text Medium,The text that characterizes a line within a journal entry.,General Ledger,52,General Ledger Journal Entry Line,GL02a_03,/GL01a/GL02a/GL02a_03,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Description,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Dscr,,
2120,3,A,,Debit or Credit Code,Code,0..1,DEBIT CREDIT CODE,"A code that classifies a transaction as either increasing assets and expenses, denoted  by 'D' for debit, or increasing liabilities, equity, and revenues, denoted by 'C' for credit.",General Ledger,52,General Ledger Journal Entry Line,GL02a_04,/GL01a/GL02a/GL02a_04,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Debit or Credit Code,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.DbOrCrCd,,
2121,3,A,,Reversal Indicator,Code,0..1,REVERSAL INDICATOR CODE,A code that indicates if a general ledger entry line is a reversal or is to be reversed.,General Ledger,52,General Ledger Journal Entry Line,GL02a_05,/GL01a/GL02a/GL02a_05,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Reversal Indicator,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.RevInd,,
2122,3,A,,Reversal Journal ID,Char,0..1,Char Long,The Journal ID of the journal entry line that corresponds to the original entry line being reversed if the Reversal Indicator is set.,General Ledger,52,General Ledger Journal Entry Line,GL02a_06,/GL01a/GL02a/GL02a_06,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Reversal Journal ID,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.RevJrnId,,
2123,3,A,,Cancellation Indicator,Indicator,0..1,Indicator,"Signifies whether a journal entry line, already formed but not yet posted, has been cancelled or not.",General Ledger,52,General Ledger Journal Entry Line,GL02a_07,/GL01a/GL02a/GL02a_07,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Cancellation Indicator,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.CnclInd,,
2124,3,R,,Ledger Account,,0..1,,"The reference association to the Ledger Account class, which is a class stores information about General Ledger accounts.",General Ledger,20,Ledger Account,BS10a3,/GL01a/GL02a/BS10a3,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Ledger Account,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.LedgrAcnt,,
2125,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",General Ledger,20,Ledger Account,BS10a3_01,/GL01a/GL02a/BS10a3_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Ledger Account.Account Number,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.LedgrAcnt.AcntNr,,
2126,3,R,,(Account Segment) Project,,0..1,,"The reference association to the Account Segment Project class, which is a class designed for specific projects that can vary from construction to research and may receive public or private funding. It methodically logs key information such as organizational hierarchy, strategic approaches, processes, steps taken, records, budgetary outlines, actual expenses, and the progress made toward set goals.",General Ledger,36,(Account Segment) Project,BS14d,/GL01a/GL02a/BS14d,$.General Ledger Journal Entry.General Ledger Journal Entry Line.(Account Segment) Project,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.AccntSegmnProj,,
2127,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a project.,General Ledger,36,(Account Segment) Project,BS14d_01,/GL01a/GL02a/BS14d_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.(Account Segment) Project.ID,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.AccntSegmnProj.Id,,
2128,3,R,,Settlement Method,,0..1,,"The reference association to the Settlement Method class, which is a class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",General Ledger,28,Settlement Method,BS15h,/GL01a/GL02a/BS15h,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Settlement Method,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.SetlMethd,,
2129,4,A,REF,Code,Identifier,1..1,Identifier Medium,The unique code describing how a transaction is settled.,General Ledger,28,Settlement Method,BS15h_01,/GL01a/GL02a/BS15h_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Settlement Method.Code,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.SetlMethd.Cd,,
2130,3,C,,(Unit Price) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Unit Price) Amount,GE04bB,/GL01a/GL02a/GE04bB,$.General Ledger Journal Entry.General Ledger Journal Entry Line.(Unit Price) Amount,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.UntPrcAmt,,
2131,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Unit Price) Amount,GE04bB_01,/GL01a/GL02a/GE04bB_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.(Unit Price) Amount.Value,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.UntPrcAmt.Val,,
2132,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bE,/GL01a/GL02a/BS04bE,$.General Ledger Journal Entry.General Ledger Journal Entry Line.(Unit Price) Amount.Currency,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.UntPrcAmt.Cur,,
2133,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bE_01,/GL01a/GL02a/BS04bE_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.(Unit Price) Amount.Currency.Code,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.UntPrcAmt.Cur.Cd,,
2134,3,C,,Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",General Ledger,0,Amounts,GE05c,/GL01a/GL02a/GE05c,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts,,
2135,4,C,,(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Functional) Amount,GE04bC,/GL01a/GL02a/GE04bC,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Functional) Amount,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.FnctnAmt,,
2136,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Functional) Amount,GE04bC_01,/GL01a/GL02a/GE04bC_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Functional) Amount.Value,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.FnctnAmt.Val,,
2137,5,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bF,/GL01a/GL02a/BS04bF,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Functional) Amount.Currency,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.FnctnAmt.Cur,,
2138,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bF_01,/GL01a/GL02a/BS04bF_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Functional) Amount.Currency.Code,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.FnctnAmt.Cur.Cd,,
2139,4,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Local) Amount,GE04bD,/GL01a/GL02a/GE04bD,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Local) Amount,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.LclAmt,,
2140,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Local) Amount,GE04bD_01,/GL01a/GL02a/GE04bD_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Local) Amount.Value,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.LclAmt.Val,,
2141,5,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bG,/GL01a/GL02a/BS04bG,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Local) Amount.Currency,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.LclAmt.Cur,,
2142,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bG_01,/GL01a/GL02a/BS04bG_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Local) Amount.Currency.Code,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.LclAmt.Cur.Cd,,
2143,4,C,,(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Reporting) Amount,GE04bE,/GL01a/GL02a/GE04bE,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Reporting) Amount,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.ReprtAmt,,
2144,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Reporting) Amount,GE04bE_01,/GL01a/GL02a/GE04bE_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Reporting) Amount.Value,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.ReprtAmt.Val,,
2145,5,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bH,/GL01a/GL02a/BS04bH,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Reporting) Amount.Currency,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.ReprtAmt.Cur,,
2146,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bH_01,/GL01a/GL02a/BS04bH_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Reporting) Amount.Currency.Code,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.ReprtAmt.Cur.Cd,,
2147,4,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,General Ledger,0,(Transaction) Amount,GE04bF,/GL01a/GL02a/GE04bF,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Transaction) Amount,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.TrnscAmt,,
2148,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,General Ledger,0,(Transaction) Amount,GE04bF_01,/GL01a/GL02a/GE04bF_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Transaction) Amount.Value,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.TrnscAmt.Val,,
2149,5,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",General Ledger,30,Currency,BS04bI,/GL01a/GL02a/BS04bI,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Transaction) Amount.Currency,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.TrnscAmt.Cur,,
2150,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,General Ledger,30,Currency,BS04bI_01,/GL01a/GL02a/BS04bI_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Amounts.(Transaction) Amount.Currency.Code,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Amnts.TrnscAmt.Cur.Cd,,
2151,3,C,,Bill,,0..1,,"A class of document that is officially cited within another record or transaction, serving as verification or supporting detail for financial or operational activities.",General Ledger,0,Bill,GE06a,/GL01a/GL02a/GE06a,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Bill,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Bll,,
2152,4,A,,ID,Identifier,0..1,Identifier Long,The unique identifier for the referenced document.,General Ledger,0,Bill,GE06a_01,/GL01a/GL02a/GE06a_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Bill.ID,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Bll.Id,,
2153,4,A,,Date,Date,0..1,DATE,The date associated with a business transaction.,General Ledger,0,Bill,GE06a_02,/GL01a/GL02a/GE06a_02,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Bill.Date,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Bll.Dt,,
2154,4,R,,Bill Type,,0..1,,"The reference association to the Bill Type class, which is a class describes the category of a bill such as bank draft or check, often used in business transactions as evidence of debt or payment instruments.",General Ledger,26,Bill Type,BS01b,/GL01a/GL02a/BS01b,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Bill.Bill Type,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Bll.BllTyp,,
2155,5,A,REF,Code,Identifier,1..1,Identifier Medium,The unique code that classifies the type of bill.,General Ledger,26,Bill Type,BS01b_01,/GL01a/GL02a/BS01b_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Bill.Bill Type.Code,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Bll.BllTyp.Cd,,
2156,3,C,,Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",General Ledger,0,Quantity,GE14n,/GL01a/GL02a/GE14n,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Quantity,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Qt,,
2157,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,General Ledger,0,Quantity,GE14n_01,/GL01a/GL02a/GE14n_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Quantity.Value,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Qt.Val,,
2158,4,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",General Ledger,32,Measurement Unit,BS12s,/GL01a/GL02a/BS12s,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Quantity.Measurement Unit,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Qt.MeaUnt,,
2159,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,General Ledger,32,Measurement Unit,BS12s_01,/GL01a/GL02a/BS12s_01,$.General Ledger Journal Entry.General Ledger Journal Entry Line.Quantity.Measurement Unit.UOM Code,GenrLedgrJrnEntry.GenrLedgrJrnEntryLn.Qt.MeaUnt.UomCd,,
